Date,Visitors,Visits,Page Views,
12-Jun-08,"100,762","130,991","151,144",
13-Jun-08,"99,484","129,329","149,226",
13-Jun-08,"104,478","135,822","156,718",
13-Jun-08,"102,621","133,408","153,932",
13-Jun-08,"106,301","138,191","159,451",
13-Jun-08,"104,069","135,289","156,103",
13-Jun-08,"104,375","135,688","156,563",
13-Jun-08,"102,454","133,191","153,681",
13-Jun-08,"105,275","136,858","157,913",
13-Jun-08,"105,864","137,623","158,795",
13-Jun-08,"100,942","131,225","151,413",
13-Jun-08,"100,085","130,110","150,127",
14-Jun-08,"101,141","131,484","151,712",
14-Jun-08,"101,914","132,489","152,872",
14-Jun-08,"101,212","131,575","151,818",
14-Jun-08,"106,471","138,413","159,707",
14-Jun-08,"103,733","134,853","155,600",
14-Jun-08,"102,156","132,803","153,234",
14-Jun-08,"99,615","129,500","149,423",
14-Jun-08,"103,953","135,139","155,930",
14-Jun-08,"105,857","137,614","158,786",
14-Jun-08,"99,669","129,570","149,503",
14-Jun-08,"101,124","131,461","151,686",
15-Jun-08,"106,087","137,913","159,131",
15-Jun-08,"106,119","137,955","159,178",
15-Jun-08,"100,418","130,544","150,628",
15-Jun-08,"100,115","130,150","150,173",
15-Jun-08,"101,228","131,596","151,842",
15-Jun-08,"101,029","131,338","151,544",
15-Jun-08,"103,713","134,827","155,569",
15-Jun-08,"104,288","135,574","156,432",
15-Jun-08,"100,854","131,110","151,281",
15-Jun-08,"101,124","131,462","151,687",
15-Jun-08,"105,637","137,328","158,456",
15-Jun-08,"100,959","131,247","151,439",
15-Jun-08,"103,872","135,034","155,809",
16-Jun-08,"102,781","133,615","154,171",
16-Jun-08,"103,927","135,105","155,890",
16-Jun-08,"99,411","129,234","149,116",
16-Jun-08,"102,155","132,802","153,233",
16-Jun-08,"104,228","135,496","156,342",
16-Jun-08,"102,936","133,816","154,404",
16-Jun-08,"99,991","129,989","149,987",
16-Jun-08,"105,112","136,645","157,668",
16-Jun-08,"100,485","130,630","150,727",
17-Jun-08,"99,077","128,800","148,616",
17-Jun-08,"103,482","134,526","155,223",
17-Jun-08,"104,026","135,233","156,039",
17-Jun-08,"99,192","128,949","148,788",
17-Jun-08,"99,282","129,067","148,924",
17-Jun-08,"103,062","133,980","154,593",
17-Jun-08,"105,498","137,148","158,247",
17-Jun-08,"100,527","130,685","150,791",
17-Jun-08,"102,544","133,308","153,817",
17-Jun-08,"103,890","135,058","155,836",
18-Jun-08,"102,937","133,818","154,406",
18-Jun-08,"106,206","138,068","159,309",
18-Jun-08,"105,545","137,208","158,317",
18-Jun-08,"99,754","129,680","149,631",
18-Jun-08,"104,070","135,291","156,105",
18-Jun-08,"105,941","137,723","158,912",
18-Jun-08,"105,896","137,665","158,845",
18-Jun-08,"99,082","128,807","148,623",
19-Jun-08,"104,633","136,023","156,950",
19-Jun-08,"104,555","135,921","156,832",
19-Jun-08,"100,811","131,055","151,217",
19-Jun-08,"103,231","134,200","154,847",
19-Jun-08,"105,485","137,130","158,227",
19-Jun-08,"101,969","132,560","152,954",
19-Jun-08,"105,667","137,368","158,501",
19-Jun-08,"103,810","134,953","155,714",
19-Jun-08,"106,419","138,345","159,628",
20-Jun-08,"99,352","129,157","149,028",
20-Jun-08,"105,404","137,025","158,106",
20-Jun-08,"99,528","129,386","149,291",
20-Jun-08,"100,991","131,288","151,486",
20-Jun-08,"102,596","133,375","153,894",
20-Jun-08,"104,355","135,661","156,532",
20-Jun-08,"106,417","138,343","159,626",
20-Jun-08,"104,950","136,435","157,425",
20-Jun-08,"106,020","137,826","159,030",
20-Jun-08,"105,974","137,766","158,960",
20-Jun-08,"100,130","130,170","150,196",
20-Jun-08,"101,972","132,564","152,958",
21-Jun-08,"103,785","134,921","155,678",
21-Jun-08,"103,469","134,510","155,204",
21-Jun-08,"99,036","128,747","148,554",
21-Jun-08,"101,507","131,959","152,260",
21-Jun-08,"100,957","131,244","151,435",
21-Jun-08,"99,982","129,976","149,972",
21-Jun-08,"99,711","129,624","149,566",
21-Jun-08,"105,037","136,548","157,555",
21-Jun-08,"100,609","130,791","150,913",
21-Jun-08,"102,786","133,622","154,180",
21-Jun-08,"102,750","133,575","154,125",
21-Jun-08,"99,149","128,893","148,723",
22-Jun-08,"105,046","136,559","157,569",
22-Jun-08,"106,561","138,529","159,841",
22-Jun-08,"102,016","132,621","153,024",
22-Jun-08,"104,023","135,230","156,035",
22-Jun-08,"101,427","131,855","152,140",
22-Jun-08,"101,799","132,338","152,698",
22-Jun-08,"104,766","136,196","157,149",
22-Jun-08,"104,521","135,878","156,782",
22-Jun-08,"102,781","133,615","154,171",
22-Jun-08,"100,139","130,181","150,209",
22-Jun-08,"102,062","132,681","153,093",
22-Jun-08,"106,444","138,377","159,666",
22-Jun-08,"105,637","137,328","158,455",
23-Jun-08,"99,894","129,863","149,842",
23-Jun-08,"105,166","136,716","157,749",
23-Jun-08,"102,467","133,208","153,701",
23-Jun-08,"106,368","138,278","159,552",
23-Jun-08,"100,517","130,673","150,776",
23-Jun-08,"100,132","130,171","150,198",
23-Jun-08,"104,317","135,612","156,475",
23-Jun-08,"102,459","133,197","153,689",
23-Jun-08,"100,840","131,093","151,261",
23-Jun-08,"104,266","135,545","156,399",
23-Jun-08,"101,852","132,407","152,777",
23-Jun-08,"104,286","135,572","156,429",
24-Jun-08,"106,496","138,444","159,743",
24-Jun-08,"100,181","130,236","150,272",
24-Jun-08,"103,889","135,056","155,833",
24-Jun-08,"101,260","131,638","151,890",
24-Jun-08,"101,918","132,493","152,876",
24-Jun-08,"104,095","135,324","156,143",
24-Jun-08,"102,811","133,654","154,216",
24-Jun-08,"101,194","131,552","151,791",
24-Jun-08,"103,425","134,452","155,137",
24-Jun-08,"103,130","134,068","154,694",
24-Jun-08,"105,641","137,334","158,462",
25-Jun-08,"106,689","138,696","160,034",
25-Jun-08,"105,621","137,308","158,432",
25-Jun-08,"104,289","135,576","156,434",
25-Jun-08,"100,428","130,557","150,643",
25-Jun-08,"105,048","136,563","157,572",
25-Jun-08,"104,581","135,955","156,871",
25-Jun-08,"102,093","132,721","153,140",
25-Jun-08,"100,864","131,123","151,296",
25-Jun-08,"105,312","136,906","157,969",
25-Jun-08,"100,871","131,132","151,306",
26-Jun-08,"106,175","138,028","159,263",
26-Jun-08,"99,226","128,994","148,839",
26-Jun-08,"101,861","132,420","152,792",
26-Jun-08,"101,432","131,862","152,148",
26-Jun-08,"106,320","138,216","159,480",
26-Jun-08,"100,260","130,338","150,390",
26-Jun-08,"105,818","137,563","158,727",
26-Jun-08,"102,984","133,879","154,476",
26-Jun-08,"101,396","131,815","152,094",
27-Jun-08,"99,726","129,644","149,590",
27-Jun-08,"100,093","130,121","150,139",
27-Jun-08,"105,344","136,947","158,016",
27-Jun-08,"102,829","133,678","154,244",
27-Jun-08,"103,031","133,941","154,547",
27-Jun-08,"104,803","136,244","157,204",
27-Jun-08,"105,055","136,571","157,582",
27-Jun-08,"104,453","135,789","156,680",
27-Jun-08,"103,188","134,145","154,782",
27-Jun-08,"101,262","131,641","151,894",
27-Jun-08,"101,089","131,415","151,633",
27-Jun-08,"101,355","131,762","152,033",
27-Jun-08,"100,575","130,747","150,862",
28-Jun-08,"101,798","132,338","152,697",
28-Jun-08,"103,013","133,917","154,520",
28-Jun-08,"104,786","136,221","157,178",
28-Jun-08,"100,792","131,030","151,188",
28-Jun-08,"99,568","129,438","149,351",
28-Jun-08,"101,929","132,507","152,893",
28-Jun-08,"100,201","130,261","150,301",
28-Jun-08,"99,654","129,550","149,481",
28-Jun-08,"104,696","136,105","157,044",
29-Jun-08,"105,648","137,342","158,472",
29-Jun-08,"101,008","131,310","151,511",
29-Jun-08,"99,519","129,375","149,278",
29-Jun-08,"102,079","132,703","153,119",
29-Jun-08,"104,716","136,131","157,074",
29-Jun-08,"102,689","133,496","154,033",
29-Jun-08,"106,235","138,105","159,352",
29-Jun-08,"103,693","134,800","155,539",
29-Jun-08,"104,508","135,860","156,761",
29-Jun-08,"104,673","136,075","157,010",
29-Jun-08,"100,487","130,634","150,731",
29-Jun-08,"100,453","130,589","150,679",
29-Jun-08,"100,625","130,812","150,937",
30-Jun-08,"104,539","135,900","156,808",
30-Jun-08,"105,176","136,728","157,763",
30-Jun-08,"101,786","132,322","152,680",
30-Jun-08,"103,567","134,637","155,350",
30-Jun-08,"104,116","135,351","156,174",
30-Jun-08,"104,849","136,303","157,273",
30-Jun-08,"99,240","129,011","148,859",
30-Jun-08,"106,097","137,926","159,146",
30-Jun-08,"104,789","136,226","157,184",
30-Jun-08,"99,657","129,554","149,485",
1-Jul-08,"99,097","128,827","148,646",
1-Jul-08,"100,114","130,149","150,172",
1-Jul-08,"105,856","137,612","158,783",
1-Jul-08,"105,929","137,707","158,893",
1-Jul-08,"102,817","133,662","154,226",
1-Jul-08,"105,816","137,561","158,724",
1-Jul-08,"104,152","135,398","156,228",
1-Jul-08,"106,555","138,522","159,833",
1-Jul-08,"102,043","132,656","153,065",
1-Jul-08,"100,036","130,047","150,054",
1-Jul-08,"99,671","129,572","149,506",
1-Jul-08,"102,429","133,158","153,644",
1-Jul-08,"102,136","132,777","153,204",
2-Jul-08,"105,494","137,142","158,241",
2-Jul-08,"104,704","136,115","157,056",
2-Jul-08,"103,039","133,951","154,559",
2-Jul-08,"99,546","129,410","149,319",
2-Jul-08,"106,170","138,021","159,255",
2-Jul-08,"100,377","130,490","150,565",
2-Jul-08,"105,785","137,520","158,677",
2-Jul-08,"102,829","133,678","154,244",
2-Jul-08,"99,429","129,258","149,143",
2-Jul-08,"106,422","138,349","159,633",
3-Jul-08,"103,778","134,911","155,667",
3-Jul-08,"103,389","134,406","155,084",
3-Jul-08,"105,780","137,514","158,670",
3-Jul-08,"105,953","137,739","158,929",
3-Jul-08,"103,297","134,286","154,945",
3-Jul-08,"99,638","129,529","149,456",
3-Jul-08,"101,998","132,597","152,997",
3-Jul-08,"106,373","138,285","159,560",
3-Jul-08,"102,640","133,433","153,961",
3-Jul-08,"102,444","133,177","153,666",
4-Jul-08,"104,306","135,597","156,458",
4-Jul-08,"100,090","130,117","150,135",
4-Jul-08,"106,256","138,133","159,384",
4-Jul-08,"105,682","137,387","158,524",
4-Jul-08,"99,532","129,391","149,297",
4-Jul-08,"106,179","138,032","159,268",
4-Jul-08,"102,480","133,224","153,720",
4-Jul-08,"105,509","137,162","158,263",
4-Jul-08,"104,538","135,899","156,806",
5-Jul-08,"104,500","135,850","156,751",
5-Jul-08,"100,010","130,012","150,014",
5-Jul-08,"100,490","130,637","150,735",
5-Jul-08,"102,086","132,712","153,129",
5-Jul-08,"99,023","128,730","148,535",
5-Jul-08,"99,826","129,773","149,738",
5-Jul-08,"103,864","135,023","155,796",
5-Jul-08,"101,024","131,331","151,536",
5-Jul-08,"99,546","129,410","149,319",
5-Jul-08,"101,166","131,516","151,750",
6-Jul-08,"99,261","129,039","148,891",
6-Jul-08,"104,729","136,148","157,094",
6-Jul-08,"105,002","136,502","157,503",
6-Jul-08,"101,378","131,791","152,067",
6-Jul-08,"106,285","138,170","159,427",
6-Jul-08,"99,947","129,932","149,921",
6-Jul-08,"106,085","137,911","159,128",
6-Jul-08,"99,096","128,824","148,644",
6-Jul-08,"104,180","135,434","156,270",
7-Jul-08,"105,974","137,766","158,961",
7-Jul-08,"101,830","132,379","152,745",
7-Jul-08,"103,320","134,316","154,980",
7-Jul-08,"101,059","131,377","151,589",
7-Jul-08,"101,262","131,640","151,892",
7-Jul-08,"101,193","131,551","151,789",
7-Jul-08,"103,618","134,704","155,428",
7-Jul-08,"105,104","136,636","157,657",
7-Jul-08,"102,615","133,400","153,923",
7-Jul-08,"105,057","136,574","157,586",
7-Jul-08,"102,608","133,390","153,912",
8-Jul-08,"105,051","136,566","157,576",
8-Jul-08,"104,960","136,448","157,440",
8-Jul-08,"100,942","131,225","151,413",
8-Jul-08,"102,565","133,335","153,848",
8-Jul-08,"105,012","136,516","157,519",
8-Jul-08,"100,526","130,683","150,788",
8-Jul-08,"106,223","138,090","159,335",
8-Jul-08,"102,544","133,308","153,816",
8-Jul-08,"100,565","130,734","150,847",
9-Jul-08,"104,498","135,848","156,747",
9-Jul-08,"102,141","132,784","153,212",
9-Jul-08,"100,645","130,838","150,967",
9-Jul-08,"105,649","137,343","158,473",
9-Jul-08,"100,041","130,053","150,061",
9-Jul-08,"102,305","132,996","153,457",
9-Jul-08,"104,324","135,622","156,486",
9-Jul-08,"106,449","138,384","159,674",
9-Jul-08,"103,838","134,990","155,757",
9-Jul-08,"104,768","136,199","157,153",
9-Jul-08,"104,318","135,613","156,477",
9-Jul-08,"102,894","133,762","154,341",
10-Jul-08,"103,609","134,692","155,414",
10-Jul-08,"100,593","130,771","150,890",
10-Jul-08,"103,064","133,983","154,595",
10-Jul-08,"102,423","133,150","153,634",
10-Jul-08,"104,690","136,098","157,036",
10-Jul-08,"101,934","132,514","152,901",
10-Jul-08,"101,958","132,545","152,936",
10-Jul-08,"101,717","132,232","152,576",
10-Jul-08,"103,882","135,047","155,824",
10-Jul-08,"100,833","131,083","151,250",
11-Jul-08,"100,379","130,493","150,569",
11-Jul-08,"104,344","135,647","156,516",
11-Jul-08,"103,999","135,198","155,998",
11-Jul-08,"103,111","134,044","154,666",
11-Jul-08,"105,545","137,209","158,318",
11-Jul-08,"101,241","131,613","151,861",
11-Jul-08,"99,683","129,587","149,524",
11-Jul-08,"105,747","137,471","158,621",
12-Jul-08,"100,362","130,470","150,542",
12-Jul-08,"103,207","134,169","154,811",
12-Jul-08,"100,679","130,882","151,018",
12-Jul-08,"102,025","132,632","153,037",
12-Jul-08,"105,263","136,842","157,894",
12-Jul-08,"102,117","132,753","153,176",
12-Jul-08,"102,533","133,293","153,800",
12-Jul-08,"105,487","137,133","158,231",
12-Jul-08,"105,234","136,805","157,852",
12-Jul-08,"105,801","137,541","158,701",
12-Jul-08,"104,780","136,214","157,170",
13-Jul-08,"101,913","132,487","152,870",
13-Jul-08,"104,593","135,971","156,890",
13-Jul-08,"100,438","130,569","150,657",
13-Jul-08,"100,271","130,353","150,407",
13-Jul-08,"102,595","133,373","153,892",
13-Jul-08,"103,752","134,878","155,628",
13-Jul-08,"99,618","129,503","149,427",
13-Jul-08,"103,056","133,972","154,583",
13-Jul-08,"104,669","136,070","157,004",
13-Jul-08,"103,896","135,064","155,843",
13-Jul-08,"101,591","132,068","152,386",
13-Jul-08,"101,295","131,684","151,943",
14-Jul-08,"100,760","130,988","151,140",
14-Jul-08,"106,406","138,327","159,609",
14-Jul-08,"100,594","130,773","150,892",
14-Jul-08,"105,369","136,980","158,054",
14-Jul-08,"104,820","136,266","157,230",
14-Jul-08,"99,155","128,901","148,732",
14-Jul-08,"102,707","133,519","154,060",
14-Jul-08,"103,387","134,403","155,081",
14-Jul-08,"99,276","129,058","148,914",
14-Jul-08,"105,096","136,625","157,644",
14-Jul-08,"104,827","136,275","157,241",
15-Jul-08,"102,171","132,823","153,257",
15-Jul-08,"102,813","133,657","154,219",
15-Jul-08,"105,657","137,354","158,485",
15-Jul-08,"105,977","137,770","158,965",
15-Jul-08,"103,085","134,010","154,627",
15-Jul-08,"101,378","131,791","152,067",
15-Jul-08,"104,406","135,728","156,610",
15-Jul-08,"104,005","135,206","156,007",
15-Jul-08,"99,650","129,544","149,474",
15-Jul-08,"103,037","133,949","154,556",
15-Jul-08,"101,937","132,518","152,906",
16-Jul-08,"100,230","130,298","150,344",
16-Jul-08,"104,788","136,224","157,181",
16-Jul-08,"104,163","135,412","156,245",
16-Jul-08,"106,415","138,339","159,622",
16-Jul-08,"102,000","132,601","153,001",
16-Jul-08,"103,023","133,930","154,534",
16-Jul-08,"101,986","132,582","152,979",
16-Jul-08,"104,589","135,966","156,884",
16-Jul-08,"105,083","136,607","157,624",
17-Jul-08,"99,116","128,851","148,674",
17-Jul-08,"100,098","130,128","150,147",
17-Jul-08,"105,436","137,067","158,154",
17-Jul-08,"104,773","136,204","157,159",
17-Jul-08,"102,278","132,962","153,418",
17-Jul-08,"100,933","131,213","151,399",
17-Jul-08,"100,110","130,143","150,165",
17-Jul-08,"106,143","137,985","159,214",
18-Jul-08,"101,897","132,467","152,846",
18-Jul-08,"101,804","132,346","152,706",
18-Jul-08,"104,314","135,609","156,472",
18-Jul-08,"103,466","134,506","155,200",
18-Jul-08,"103,265","134,244","154,897",
18-Jul-08,"99,008","128,711","148,512",
18-Jul-08,"99,628","129,516","149,441",
18-Jul-08,"105,492","137,139","158,237",
18-Jul-08,"103,871","135,032","155,806",
18-Jul-08,"101,576","132,048","152,363",
18-Jul-08,"105,758","137,485","158,636",
18-Jul-08,"102,006","132,607","153,008",
19-Jul-08,"99,166","128,916","148,749",
19-Jul-08,"104,769","136,199","157,153",
19-Jul-08,"102,582","133,356","153,873",
19-Jul-08,"99,472","129,313","149,207",
19-Jul-08,"102,924","133,802","154,387",
19-Jul-08,"101,079","131,403","151,619",
19-Jul-08,"100,481","130,625","150,721",
19-Jul-08,"102,991","133,888","154,487",
19-Jul-08,"104,881","136,345","157,321",
19-Jul-08,"102,251","132,926","153,376",
19-Jul-08,"104,462","135,800","156,693",
19-Jul-08,"106,180","138,034","159,270",
19-Jul-08,"106,267","138,147","159,401",
20-Jul-08,"106,425","138,352","159,637",
20-Jul-08,"105,499","137,149","158,249",
20-Jul-08,"105,411","137,034","158,117",
20-Jul-08,"102,285","132,971","153,428",
20-Jul-08,"104,856","136,313","157,285",
20-Jul-08,"105,100","136,630","157,650",
20-Jul-08,"104,178","135,432","156,267",
20-Jul-08,"104,420","135,746","156,630",
20-Jul-08,"100,001","130,001","150,001",
20-Jul-08,"102,146","132,790","153,219",
21-Jul-08,"103,514","134,568","155,270",
21-Jul-08,"103,311","134,304","154,967",
21-Jul-08,"99,662","129,561","149,493",
21-Jul-08,"104,802","136,243","157,203",
21-Jul-08,"104,261","135,539","156,391",
21-Jul-08,"105,678","137,381","158,517",
21-Jul-08,"104,568","135,939","156,852",
21-Jul-08,"104,954","136,441","157,431",
21-Jul-08,"103,236","134,207","154,854",
21-Jul-08,"102,896","133,765","154,344",
21-Jul-08,"100,993","131,291","151,489",
22-Jul-08,"99,759","129,686","149,638",
22-Jul-08,"103,283","134,268","154,925",
22-Jul-08,"106,356","138,262","159,534",
22-Jul-08,"99,887","129,853","149,830",
22-Jul-08,"103,989","135,185","155,983",
22-Jul-08,"106,349","138,254","159,523",
22-Jul-08,"102,875","133,737","154,312",
22-Jul-08,"105,350","136,955","158,026",
22-Jul-08,"105,944","137,728","158,917",
22-Jul-08,"102,837","133,688","154,256",
22-Jul-08,"104,023","135,230","156,035",
22-Jul-08,"102,460","133,198","153,690",
22-Jul-08,"101,955","132,542","152,933",
23-Jul-08,"101,467","131,907","152,200",
23-Jul-08,"101,751","132,276","152,626",
23-Jul-08,"104,849","136,303","157,273",
23-Jul-08,"99,084","128,810","148,627",
23-Jul-08,"99,677","129,581","149,516",
23-Jul-08,"105,832","137,582","158,749",
23-Jul-08,"102,067","132,688","153,101",
23-Jul-08,"102,062","132,681","153,094",
23-Jul-08,"100,799","131,039","151,199",
23-Jul-08,"101,377","131,790","152,066",
24-Jul-08,"105,718","137,433","158,577",
24-Jul-08,"100,773","131,005","151,160",
24-Jul-08,"102,418","133,144","153,627",
24-Jul-08,"105,857","137,614","158,785",
24-Jul-08,"103,013","133,917","154,519",
24-Jul-08,"102,509","133,262","153,764",
24-Jul-08,"102,555","133,322","153,833",
24-Jul-08,"99,599","129,479","149,399",
24-Jul-08,"102,791","133,629","154,187",
24-Jul-08,"104,351","135,657","156,527",
24-Jul-08,"99,254","129,030","148,880",
25-Jul-08,"99,897","129,866","149,845",
25-Jul-08,"98,206","127,668","147,310",
25-Jul-08,"103,747","134,870","155,620",
25-Jul-08,"101,123","131,459","151,684",
25-Jul-08,"103,090","134,018","154,636",
25-Jul-08,"106,522","138,479","159,783",
25-Jul-08,"100,061","130,080","150,092",
25-Jul-08,"100,418","130,543","150,627",
25-Jul-08,"104,601","135,981","156,902",
25-Jul-08,"99,896","129,865","149,845",
25-Jul-08,"98,882","128,546","148,322",
26-Jul-08,"105,143","136,686","157,715",
26-Jul-08,"99,902","129,873","149,854",
26-Jul-08,"100,145","130,189","150,218",
26-Jul-08,"101,903","132,474","152,854",
26-Jul-08,"98,795","128,434","148,193",
26-Jul-08,"105,712","137,426","158,568",
26-Jul-08,"103,190","134,147","154,785",
26-Jul-08,"103,852","135,008","155,778",
26-Jul-08,"101,699","132,209","152,549",
26-Jul-08,"99,950","129,935","149,925",
26-Jul-08,"101,064","131,383","151,595",
26-Jul-08,"104,404","135,725","156,605",
27-Jul-08,"103,644","134,737","155,466",
27-Jul-08,"101,119","131,454","151,678",
27-Jul-08,"101,973","132,565","152,959",
27-Jul-08,"101,737","132,258","152,606",
27-Jul-08,"100,067","130,087","150,101",
27-Jul-08,"103,229","134,198","154,844",
27-Jul-08,"99,515","129,369","149,272",
27-Jul-08,"101,823","132,370","152,735",
27-Jul-08,"104,509","135,862","156,764",
27-Jul-08,"99,848","129,802","149,772",
27-Jul-08,"99,178","128,931","148,766",
27-Jul-08,"105,372","136,983","158,058",
27-Jul-08,"99,308","129,100","148,962",
27-Jul-08,"105,684","137,389","158,526",
28-Jul-08,"99,057","128,774","148,585",
28-Jul-08,"102,366","133,076","153,549",
28-Jul-08,"105,904","137,675","158,856",
28-Jul-08,"106,289","138,175","159,433",
28-Jul-08,"102,077","132,700","153,115",
28-Jul-08,"102,090","132,717","153,135",
28-Jul-08,"104,321","135,618","156,482",
28-Jul-08,"105,359","136,967","158,038",
29-Jul-08,"105,239","136,811","157,859",
29-Jul-08,"100,587","130,764","150,881",
29-Jul-08,"100,919","131,194","151,378",
29-Jul-08,"98,790","128,427","148,185",
29-Jul-08,"105,353","136,959","158,029",
29-Jul-08,"102,029","132,638","153,044",
29-Jul-08,"100,093","130,121","150,139",
29-Jul-08,"103,026","133,933","154,538",
29-Jul-08,"98,583","128,157","147,874",
29-Jul-08,"104,161","135,409","156,241",
29-Jul-08,"98,648","128,243","147,973",
29-Jul-08,"103,198","134,158","154,798",
29-Jul-08,"101,666","132,166","152,499",
30-Jul-08,"106,050","137,866","159,076",
30-Jul-08,"100,102","130,133","150,153",
30-Jul-08,"103,237","134,208","154,855",
30-Jul-08,"106,191","138,048","159,286",
30-Jul-08,"102,656","133,452","153,983",
30-Jul-08,"104,523","135,879","156,784",
30-Jul-08,"101,232","131,601","151,848",
30-Jul-08,"98,789","128,425","148,183",
30-Jul-08,"100,903","131,174","151,354",
30-Jul-08,"106,407","138,329","159,611",
30-Jul-08,"102,227","132,895","153,341",
30-Jul-08,"105,870","137,631","158,806",
30-Jul-08,"105,237","136,808","157,855",
30-Jul-08,"99,608","129,490","149,412",
31-Jul-08,"105,358","136,966","158,037",
31-Jul-08,"100,024","130,031","150,035",
31-Jul-08,"99,969","129,959","149,953",
31-Jul-08,"100,001","130,002","150,002",
31-Jul-08,"100,135","130,175","150,202",
31-Jul-08,"104,902","136,372","157,352",
31-Jul-08,"102,958","133,846","154,438",
31-Jul-08,"105,766","137,495","158,648",
31-Jul-08,"99,114","128,848","148,671",
31-Jul-08,"103,985","135,181","155,978",
31-Jul-08,"105,086","136,612","157,629",
31-Jul-08,"99,451","129,286","149,176",
31-Jul-08,"106,001","137,802","159,002",
1-Aug-08,"103,683","134,787","155,524",
1-Aug-08,"100,589","130,765","150,883",
1-Aug-08,"104,936","136,417","157,404",
1-Aug-08,"106,196","138,055","159,294",
1-Aug-08,"103,035","133,946","154,553",
1-Aug-08,"98,456","127,992","147,683",
1-Aug-08,"101,492","131,940","152,238",
1-Aug-08,"105,694","137,402","158,541",
1-Aug-08,"103,686","134,791","155,528",
1-Aug-08,"98,918","128,594","148,378",
1-Aug-08,"105,522","137,178","158,283",
2-Aug-08,"98,817","128,462","148,225",
2-Aug-08,"104,004","135,205","156,006",
2-Aug-08,"98,293","127,781","147,440",
2-Aug-08,"100,148","130,193","150,222",
2-Aug-08,"101,349","131,754","152,023",
2-Aug-08,"99,443","129,276","149,165",
2-Aug-08,"101,870","132,432","152,806",
2-Aug-08,"98,020","127,426","147,030",
2-Aug-08,"102,231","132,900","153,346",
2-Aug-08,"98,647","128,241","147,970",
2-Aug-08,"100,753","130,979","151,130",
2-Aug-08,"100,423","130,550","150,635",
2-Aug-08,"104,062","135,280","156,093",
3-Aug-08,"100,294","130,383","150,441",
3-Aug-08,"100,990","131,286","151,484",
3-Aug-08,"106,035","137,846","159,053",
3-Aug-08,"101,681","132,185","152,521",
3-Aug-08,"105,033","136,543","157,549",
3-Aug-08,"105,975","137,768","158,963",
3-Aug-08,"99,525","129,382","149,287",
3-Aug-08,"106,187","138,043","159,280",
3-Aug-08,"101,677","132,180","152,515",
3-Aug-08,"100,484","130,629","150,725",
3-Aug-08,"104,210","135,473","156,315",
3-Aug-08,"99,526","129,384","149,289",
3-Aug-08,"102,764","133,593","154,146",
4-Aug-08,"105,545","137,208","158,317",
4-Aug-08,"101,805","132,347","152,708",
4-Aug-08,"98,857","128,515","148,286",
4-Aug-08,"102,487","133,233","153,731",
4-Aug-08,"99,237","129,009","148,856",
4-Aug-08,"98,140","127,582","147,210",
4-Aug-08,"98,391","127,908","147,586",
4-Aug-08,"100,499","130,648","150,748",
4-Aug-08,"99,687","129,593","149,530",
4-Aug-08,"100,683","130,888","151,025",
4-Aug-08,"106,126","137,964","159,189",
4-Aug-08,"104,372","135,684","156,558",
4-Aug-08,"99,984","129,979","149,975",
5-Aug-08,"100,181","130,235","150,271",
5-Aug-08,"104,646","136,040","156,970",
5-Aug-08,"102,406","133,128","153,609",
5-Aug-08,"99,920","129,895","149,879",
5-Aug-08,"102,641","133,433","153,961",
5-Aug-08,"98,162","127,611","147,243",
5-Aug-08,"103,489","134,535","155,233",
5-Aug-08,"103,003","133,904","154,505",
5-Aug-08,"105,430","137,059","158,145",
5-Aug-08,"100,316","130,411","150,474",
5-Aug-08,"99,301","129,092","148,952",
5-Aug-08,"106,469","138,410","159,703",
6-Aug-08,"101,205","131,566","151,807",
6-Aug-08,"99,863","129,822","149,794",
6-Aug-08,"105,272","136,853","157,908",
6-Aug-08,"102,801","133,642","154,202",
6-Aug-08,"98,619","128,205","147,928",
6-Aug-08,"105,764","137,493","158,646",
6-Aug-08,"104,155","135,402","156,233",
6-Aug-08,"100,717","130,933","151,076",
6-Aug-08,"99,771","129,702","149,656",
6-Aug-08,"100,829","131,078","151,243",
6-Aug-08,"100,873","131,135","151,310",
6-Aug-08,"102,070","132,691","153,105",
6-Aug-08,"101,047","131,362","151,571",
7-Aug-08,"99,602","129,482","149,402",
7-Aug-08,"98,034","127,445","147,051",
7-Aug-08,"99,992","129,989","149,987",
7-Aug-08,"99,833","129,783","149,749",
7-Aug-08,"100,489","130,636","150,734",
7-Aug-08,"99,301","129,092","148,952",
7-Aug-08,"104,274","135,557","156,411",
7-Aug-08,"99,596","129,475","149,394",
7-Aug-08,"102,161","132,809","153,242",
7-Aug-08,"99,918","129,893","149,877",
7-Aug-08,"105,249","136,824","157,873",
8-Aug-08,"105,103","136,634","157,655",
8-Aug-08,"104,181","135,436","156,272",
8-Aug-08,"99,205","128,967","148,808",
8-Aug-08,"103,347","134,352","155,021",
8-Aug-08,"104,531","135,890","156,796",
8-Aug-08,"99,269","129,049","148,903",
8-Aug-08,"101,115","131,449","151,672",
8-Aug-08,"101,757","132,284","152,636",
8-Aug-08,"105,865","137,624","158,797",
8-Aug-08,"106,370","138,280","159,554",
9-Aug-08,"103,629","134,718","155,444",
9-Aug-08,"101,843","132,396","152,765",
9-Aug-08,"104,714","136,128","157,071",
9-Aug-08,"104,068","135,288","156,102",
9-Aug-08,"103,103","134,034","154,655",
